file_id,original_transcript,length,whisper_transcript,WER
844424930927688-574-f.wav,दूसरी ओर गर्म मौसम के चलते पेयजल पर भी काफी असर पड़ता है,94738, दूस्री और गर्म मोसम के चलते पेजल पर भी काफी असर पड़ता है।,0.38461538461538464
844424932574081-221-f.wav,बस वह दो विकल्पों पर अब भी ताला लगाए हुए है,111084, बस वहें दो विकल्पों पर अब भी ताला लगाए हुए हैं।,0.18181818181818182
844424930627659-153-f.wav,उन्होने श्री चौहान को ताइवान आने का आमंत्रण दिया,115914, उन्होंने श्रीचोहान को ताईवान आने का अमंत्रन दिया,0.5555555555555556
844424930627606-153-f.wav,इन भाषाई विभाजनों को चुनौती भी नहीं दी जा सकती है,109970, इन भाशाई विभाजनों को चुनोती भी नहीं दी जा सकती है।,0.2727272727272727
844424930927681-574-f.wav,इसलिए भी कि इसके सिवाय मैं कुछ और कर नहीं सकता,85821, इसलेब ही कि इसके स्वाइ मैं कुछ और कर नहीं सकता।,0.36363636363636365
844424932919565-1202-f.wav,विभाग अनुदेशकों के भर्ती एवं पदोन्नति नियम बनाने में भी असफल रहा है,73933, विभाग नुदेशिकों के भर्तियां पड़ोन नति नियं बनाने में भी सफल रहा है।,0.5384615384615384
844424930325529-497-f.wav,धर्मशाला में पुरुष खिलाडि़यों के लिए अकोमोडेशन की आवश्यकता है,76533, धर्मशाला में पुरुष खिलाडियों के लिए अकुमडेशन की अवशकता हैं।,0.4
844424930637326-620-f.wav,इसके बाद ही चार वर्षीय बीएससी फोरेस्ट्री का कोर्स किया जा सकता है,96224, इसके बाद ही चार बरशिय बी एसी फूरेस्ट्री का कॉर्स किया जा सकता है।,0.46153846153846156
844424932919589-1202-f.wav,निगम कार्यालय में कांग्रेसियों द्वारा किए गए उत्पात के बाद का दृश्य,70960, निगम कार्याले में कौंग्रेसी हो दोरा के गए गए उपाद के बाद का द्रिश्य हैं।,0.75
844424930966750-564-f.wav,उनका कहना है कि जीत के बाद उनकी प्राथमिकता क्षेत्र का समग्र विकास करवाना है,104026, उनका कहना है कि जीथ के बाद उनकी प्रात्मिक्ता चेत्र का समग्र विकास करवाना है।,0.26666666666666666
844424932919556-1202-f.wav,वहां से मंजूरी के बाद इसे लागू कर दिया जाएगा,59072, वहाँ से मन्जूरी के बादिसे लागू कर दिया जायेगा।,0.5
844424930929612-1190-f.wav,यदि आपके पास समर्पित कसरत कक्ष नहीं है तो एक फोल्डिंग ट्रेडमिल बहुत अच्छा है,168670," यदि आपके पास समर्पित कसरत कक्ष नहीं है, तो एक फोल्डिंग ट्रेडमिल बहुत अच्छा है।",0.13333333333333333
844424930547250-497-f.wav,आइपीएल के आधिकारिक ट्विटर अकाउंट पर इसकी जानकारी दी गई है,70960, IPL के अधिकारी Twitter अकांट पर इसकी जानकारी दी गई हैं।,0.45454545454545453
844424930929538-1190-f.wav,डोकलाम के समय सभी नॉर्म को धता बताकर वह चीनी राजदूत से मिले,163097, दोकलाम के समैं सभी नार्म को घता बताकर वह चीनी राजडूत से मिले,0.38461538461538464
844424930929603-1190-f.wav,बच्चों में स्क्रब टाइफस के लक्षण दिखने के बाद डॉक्टर अलर्ट पर हैं,105883, बच्छों में स्क्रप् टाइफस के लक्षन दिखने के बाद डाक्टर अलर्ट पर हैं।,0.38461538461538464
844424930966742-564-f.wav,एनफील्ड के साथ मेरी कुछ और भी यादें जुड़ी हुई हैं,79505, एन्फील्ट के साथ मेरी कुछ और भी यादे जुड़ी हुई हैं।,0.2727272727272727
844424930966772-564-f.wav,क्योंकि फेशवॉश आपकी त्वचा का तेल तो गहराई से साफ कर देता है,83592, क्योकि फेश वोस आपकी तुचा का तेल तो गेराई से साफ कर देता हैं,0.46153846153846156
844424930966741-564-f.wav,सुषमा ने विदेश मंत्रालय तक लोगों की पहुँच को बनाया था आसान,87679, शुश्मा ने विदेस मंत्राले तक लोगो की पौछ को बनाया था आसान।,0.5
844424932410149-267-f.wav,फिल्टर के गंदे होने पर इंजन को पर्याप्त हवा नहीं मिलती है,78391, फिल्टर के गंदे होने पर इंज़ण को पर्याब्त हवा नहीं मिलती है।,0.25
844424930927636-574-f.wav,कई सारे परिवार आज रात अपने प्रियजनों के लिए शोक मनाएंगे,99939, कई सारे परिवार आज रात अपने प्रिय जनों के लिए शोक मनाइंगे,0.2727272727272727
844424930954539-564-f.wav,प्रभाव केवल लंबे समय तक और व्यवस्थित पाठ्यक्रम उपचार के साथ ध्यान देने योग्य होगा,108112, प्रभाव केवल लंबे समेत तब और व्यवस्तिट पार्टिक्रम उप्चार के साथ द्यान देने योग्योग्योगा।,0.5333333333333333
844424930898447-574-f.wav,इस शो में वह कई हस्तियों का इंटरव्यू लेते हैं,81363, इस शो में वहकाई हस्तियों का इंडर्वियू लेते हैं।,0.4
844424930929579-1190-f.wav,फिल्म के निर्देशक शमास सिद्दीकी जो कि लीड एक्टर नवाजुद्दीन सिद्दीकी के भाई हैं,133747, फिल्म के निर्देशक शमास सिद्दिकी जोकी लीड आक्टर नवा जुद्धिन सिद्दिकी के भाई हैं।,0.5714285714285714
844424930966825-564-f.wav,माघ पूर्णिमा को शुभ मुहूर्त में इस डण्डे की स्थापना की जाती है,79877, माग पूर्निमा को सूब महुरत में इस ड़ंडे की इस्तापना की जाती हैं।,0.5384615384615384
844424930560865-620-f.wav,हो सकता है कि उसे भी किसी ने धक्का दिया हो,73933, हो सकता है कि उसे भी किसीने ड़का डिया ओओओ।,0.45454545454545453
844424930918913-564-f.wav,परिणाम तक पहुंचाने के लिए इसे प्रेत शक्ति से संपन्न किया जाता है,87307, परिनाम तक पौचाने के लिए इसे प्रेत सक्ती से संपन किया जाता है।,0.38461538461538464
844424930759145-153-f.wav,जवानों की जान बचाने पर इंडियन आर्मी ने किया कश्मीरी युवकों का शुक्रिया,101425, जवानो के ज़ान बचाने के लिए इंडियन आर्मी ने किया कश्मीरी यह वा का शुकरी।,0.6153846153846154
844424930918924-564-f.wav,अश्लीलता का यह कार्यक्रम काफी देर तक चलता रहा,73189, आश रल्लिलता काया कारिक्रम काफी देर तक चलता रहा।,0.5555555555555556
844424930929529-1190-f.wav,दक्षिणी सुमात्रा और जावा द्वीपों के बीच स्थित सुंडा द्वीप में यह ज्वालामुखी फटा है,189103, दक्षीनी सुमात्रा और जावा दॉीपों के बीच स्थित सुंडा दॉीप में यह जॉाला मुक्षी पटा है।,0.4666666666666667
844424930570514-160-f.wav,बताया जा रहा है कि टूरिस्ट की हत्या तीर मारकर की गई है,91765, बताया जारा है कि तूरिस्ट की हत्या तेर मारकर की गई है।,0.38461538461538464
844424930918861-564-f.wav,देवेंद्र फडणवीस ने कहा कि इसके बाद मैं राजभवन जाऊंगा और अपना इस्तीफा दूंगा,98824, देविंद्रिफ़ेड़नविस्टने कहा की इसके बाद में राजभवन जाउंगा और अपना इस्तिफा दुंगा।,0.5714285714285714
844424930707995-153-f.wav,ये सनसनीखेज घटना ओल्ड भोपाल के अशोका गार्डन थाना इलाके की है,122602, ये संसनी खेज घत्ना ओल्ड भोपाल के अशोका गार्डन थाना इलाके की है।,0.3333333333333333
844424932919562-1202-f.wav,निर्धन जनता भारी दामों पर निजी मेडिकल स्टोर से दवाइयां खरीदने को विवश हैं,71703, निर्धन जन्ता भारी दामों पर निजी मेडिकल स्टोर से दमाई खरीदने को विवश्च है।,0.2857142857142857
844424930898425-574-f.wav,अब एक अलग तरह से आंदोलन शुरू करना चाहती हूं,82106, अब एक अलक तरह से आंदूलन शुरू करना चाहती हूं।,0.3
844424930570560-160-f.wav,बाकी फिल्म इस कहानी के बारे में आगे बताती है,85078, बाकी फिल्म इस कहानी के बारे में आगे बताती हैं।,0.1
844424930929595-1190-f.wav,आपके शरीर में इम्यूनिटी होना काफी जरूरी होता है,86936, आपके शरीर में इम्मुनिटी होना काफी जरूरी होता है।,0.2222222222222222
844424930325481-497-f.wav,यहां पर हनुमान जी को महाराजाधिराज के नाम से भी पुकारा जाता है,69103, यहाँ पर हन्मान जी को महाराजा दिराज के नाम से भी पुकारा जाता हैं।,0.38461538461538464
844424930637364-620-f.wav,मुर्गियों के बीच ओर्लोव झपट्टा आम तौर पर बहुत छोटे हैं,79877, मृगियों के बीज और लोग जपट्टा आम तोर्बर बहुत छोटे हैं।,0.7272727272727273
844424930898444-574-f.wav,लेकिन उन्होंने इन अटकलों को खारिज कर दिया था,90651, लेकिन उनुहने इन अटकलो को खारज कर दिया था,0.3333333333333333
844424930954617-564-f.wav,कैंप में झड़प बाद फैली हिंसा से अमरनाथ यात्रा रोकी गई,83964, केंप में जढ़प बात्फेली हिंसा से अमर्नात यथरा रोकी गई।,0.6363636363636364
844424930929572-1190-f.wav,लुटेरों ने कार की डिग्गी से रुपयों से भरा बैग निकाल लिया,107369, लूटेरो ने कार के डिग्गी से रुपियों से भरा बैग निकाल लिया।,0.3333333333333333
844424930570549-160-f.wav,छोटी बालों वाली बिल्लियों का संयोजन बहुत कम उत्पादन करने के लिए पर्याप्त है,116657, चोटी बालों वाली बिल्लियों का सैयूजन बहुत कम उतपादन करने के लिए पर्याब्त है।,0.35714285714285715
844424930547227-497-f.wav,युवक पर काबू पाते हुए उसे खंभे से बांध दिया,58329, यॉवक पर काबू पाते हुए उसे खंबे से बान दिया।,0.4
844424930927673-574-f.wav,हसीन का आरोप है कि शमी दूसरी लड़कियों से अंतरंग चैट करते हैं,112199, हसीन का आरूप है कि शमें दूसवी लिड़िकियों के अत्रंगुचाट करते हैं।,0.6153846153846154
844424930918829-564-f.wav,अब कांच के लिए फिल्म देते हैं और मिलीमीटर सख्ती से समायोजित करें,92508, अब काच के लिए फिल्म देते हैं और मिलिमेटर सक्ती से समयोजित करें।,0.38461538461538464
844424932574085-221-f.wav,वित्त मंत्रालय ने नियम इसलिए बनाया है ताकि कैश निकालना कम हो सके,144893, विथमं अध्रालिया ने नियम इसलिये बनाया है ताकि कैश निकालना कम हो सके।,0.3076923076923077
844424932410150-267-f.wav,अकादमी की स्वीकृत और अधिकृत योजनाओं की स्पष्टतः कुछ आधारभूत विशेषताएं हैं,102911, अकादमी की सुइक्रित और अधिक्रित योजनाओ की सपष्ता कुछ अधार बोत विशेष्ताये हैं।,0.6666666666666666
844424930954594-564-f.wav,जामिया के शोधकर्ताओं ने बनाई सलाइवा आधारित कोरोना जांच किट,82106, जामिया के सोत करताउने बनाई सलाइवा आधारित कोरोना जाजकिट,0.4
844424930707961-153-f.wav,भुगतान न किए जाने को लेकर वित्त एवं लेखाधिकारी और शिक्षक नेताओं में नोकझोंक हुई,119629, भुक्तान न किये जाने को लेकर वित ये वम लेक्आदिकारी और शिक्षक नेताओं में नोभ जुक हुई।,0.6
844424930570562-160-f.wav,जान बूझकर अभिनव रुबीना ने कविता को किया टारगेट,82849, जानबुचकर अभिनव रुबिना ने कविता को किया टार्केट।,0.4444444444444444
844424930627681-153-f.wav,हम किसी के दबाव में काम नहीं कर रहे हैं,88793, हम किसी के दबाओ में काम नहीं कर रहे हैं,0.1
844424930627646-153-f.wav,चोरी की तीनों घटनाओं में अपराधियों की हरकत सीसीटीवी कैमरे में कैद है,150465, चोरी की तीनो गत्नाओं में अपरादियों की हरकत सीसी टीवी कैमरे में कैद हैं,0.46153846153846156
844424930570571-160-f.wav,क्योंकि वो बस किसी तरह पार्टी में शामिल होना चाहती थीं,82106, क्योंकि वो बस किसी तरह पार्टी में शामिल होना चाती थी।,0.18181818181818182
844424932574109-221-f.wav,उनके सिय्योन के गीतों को ऊंचा कर दिया गया था,115914, उनके सियों के गीतो को उचा कर दिया गया था।,0.4
844424932919574-1202-f.wav,यह एक खेल की तरह हो चुका है,41239, यह एक खेल की तरह हो जुका है।,0.25
844424930634223-620-f.wav,अब दूसरे चरण का काम शुरू हो गया है,56100, अब दूसरे चर्ण का काम शुरू हो गया है।,0.2222222222222222
844424930547202-497-f.wav,मिथुन राशि के लोग आलस्य का परित्याग करें और अपने कर्म पथ पे चलें,76533, अपने कर्मपत्ट पे चलेंगाइं परीतागे करें।,1.0
844424930927726-574-f.wav,इस मिशन के मद्देनजर इको फ्रैंडली बप्पा मुंबई में जमकर उभरे हैं,111827, इस मिशन के मद्धे नजर एको फरेंडली बपा मुंभाई में जमकर उभरे हैं।,0.5833333333333334
844424930570539-160-f.wav,ड्रीम गर्ल के इलाके में पूरे नहीं हुए वादे तो मतदाताओं ने किया चुनाव बहिष्कार,118143, द्रीम कर्ड के लाके में पूरे नहीं हुए वादे तो मत दाता उनकिया चुनाव भहिशकार।,0.4666666666666667
844424930547282-497-f.wav,यह योजना आत्मनिर्भर भारत आर्थिक पैकेज का हिस्सा है,65388, यह योजना आत्म निर्भर भारत्टिक पैकेज का हिस्सा है।,0.4444444444444444
844424930627621-153-f.wav,अब वाईएस जगन मोहन रेड्डी के बारे में पुस्तक लिखा है,100682, अब वाई इस जगन मोहन रड़ी के बारे में पुस्तक लिखा हैं।,0.36363636363636365
844424932574127-221-f.wav,यह अक्सर एंटीसेप्टिक और एंटीबायोटिक समाधान और सपोजिटरी निर्धारित है,130775, यह है अकसर अन्तिसेप्टिक और अन्तिबयोटिक समदान और स्पोजित्री निदारित है।,0.8
844424930927705-574-f.wav,और इस फिल्म के लिए करिश्मा को नेशनल अवार्ड मिल गया,84335, और इस फिल्म के लिए करिष्मा को नाश्टनल अवूर्ड मिल गया।,0.36363636363636365
844424930325523-497-f.wav,वह बहुत अच्छे इंसान हैं और घमंड उनमें जरा भी नहीं है,72818, वह बहुत अच्छे इनसान है और गमण उनमें जरा भी नहीं है।,0.3333333333333333
844424930707952-153-f.wav,ग्रामीण क्षेात्रों से अपने परीक्षा केन्द्र तक छात्र कैसे पहुंचेंगे,117772, ग्रामीन चेत्रो से अपनी परीक्षा केंडर तक छात्र कैसे पाँचेंगे?,0.5
844424932410090-267-f.wav,उनकी टीम में भिवानी की महिला खिलाड़ी गीता व विनेश भी शामिल हैं,99196, उनकी टीम में भिवानिक की महिला खिलाडी गीता व विनेश भी शामिल हैं।,0.23076923076923078
844424932410087-267-f.wav,इन लोगों को मुख्य तंत्र के काम की निगरानी करेगा,66874, इन लोगो को मुख्ष तंट्र के काम की निग्रानी करेगा।,0.5
844424930954540-564-f.wav,गिद्दा डालने के बाद महिलाओं ने शोभायात्रा में भी भाग लिया,80620, गिद्दा डालने के बाद महिलाउं ने सोबा यात्रा में भी भाग लिया।,0.36363636363636365
844424930759131-153-f.wav,पीरिड्स के समय शरीर में बहुत अधिक दर्द होता है,92880, पीरेट्स के समझ शरीर में बहुत अदिक दर्द होता है।,0.4
844424930621990-620-f.wav,फिर न कोई रावण इस धरती पर जिंदा रहे,71332, फिर नकोई रावन इस दर्टी पर जिन्दा रहे।,0.6666666666666666
844424932410143-267-f.wav,विशेषज्ञों द्वारा इसका कारण बढ़ता तनाव बताया जा रहा है,69474, विश्यशग्यों दौरा इसका कारण बरता तना बताए जा रहा है।,0.6
844424932919561-1202-f.wav,मशहूर बिड़ला प्रौद्योगिकी एवं विज्ञान संस्थान यहीं पर स्थित है,71703, मशुर बिडला प्रवद्योगी की एक एवम विग्जान सास्थानी यही परसित हैं।,1.1
844424930929559-1190-f.wav,हिमाचल प्रदेश के कांगड़ा में ये दर्दनाक बस हादसा ढ़लियारा गांव का है,127431, हिमाचल प्रदेश के कांगडा में ये दर्दनाक बस हाथसा धल्यारा गाउका है।,0.46153846153846156
844424930621925-620-f.wav,उसके बाद अनीता अपनी मंझली बहन और मां के साथ वहां रहती थीं,87307, उसके माँ अनीता अपने मजली बहन और माँ के साथ वहा रदते थी।,0.5384615384615384
844424932410127-267-f.wav,एकाउंट नंबर एवं ऑनलाइन ट्रांजेक्शन नंबर सार्वजनिक कर दिया है,81734, एकाम्ट नम्बर यवम आवम अवलाइन ट्रान्जक्षण नम्बर सार्वजनिक कर दिया है।,0.8
844424930927639-574-f.wav,रंग चावल के साथ पके हुए लाल सेम से है,76162, रम चावल के साथ पके हुए लाल सैम्ट से हैं।,0.3
844424930954531-564-f.wav,मंदिर का सभामंडप किले के अन्य इमारतों का समकालीन है,74304, मंदिर का शबा मंदप किले के अन्य मार्तो का समकालिन हैं,0.5
844424932919577-1202-f.wav,मरीजों का परीक्षण इलाके के वरिष्ठ डाक्टरों द्वारा किया जाएगा,59443, बरीजो का परिक्षण इलाकी के बरिष्ट डॉक्टोरो दॉड़ार की जायेगा।,0.8
844424930918883-564-f.wav,अब तक हनीप्रीत का कोई सुराग नहीं मिला है,62415, अप तक हनी प्रीत का कोई सुराग नहीं मिला है।,0.4444444444444444
844424930918838-564-f.wav,कोई मोदी का तो कोई राहुल का पोस्टर पहन लेती हैं,82106, कोई मोदि का तो कोई राूट का पोस्टर पहन लेती हैं,0.18181818181818182
844424932919620-1202-f.wav,लेकिन यथार्थ परिस्थिति उनकी हत्या करने पर तुली है,53499, लेकिन निदार्त परिस्तिती उनके हत्या करने पर दूली हैं।,0.5555555555555556
844424932919624-1202-f.wav,उन्होंने बताया कि स्कूल प्रबंधन चाहता है कि बच्चे स्वस्थ्य रहें और सर्वांगीण विकास करें,73561, उन्होंने बिटाई कि अस्कुर पुछानदन चाहता है कि विट्रीश वस रहें और सर्वांगेर विकास करें।,0.4666666666666667
844424930637297-620-f.wav,जिसके बाद भदभदा विश्राम घाट पर हिन्दु रीति रिवाज से अंतिम संस्कार किया गया,98453, जिसके बाद बढ़ बढ़ाव विश्राम गाट पर हिंदो रिती रिवाज से अन्तिम संसकार किया घया घया।,0.6428571428571429
844424930547246-497-f.wav,इस फिल्म में कृति के साथ सुशांत सिंह राजपूत मुख्य किरदार निभाते हुए नजर आएंगे,95852, इस इस फिलम में कृती के साथ सुशान्तश्छिंग राज पूद मुक्किय करदार निभाते हुए नजर आएंगे।,0.6
844424930707958-153-f.wav,इस अवसर पर आई हुई संगत के लिए अटूट लंगर का भी आयोजन किया गया,112199, इस अवसर पर आई हुई संगत के लिए अटूट लंगर का भी आयोजन किया गया।,0.06666666666666667
844424930707966-153-f.wav,पत्रकारों द्वारा पूछे गए मुख्य विषय को अलग रखनेवाले प्रश्न,131146, पत्रकारों द्वारा पुछे गए मुक्ष विशय को अलग रखने वाले प्रस्न,0.6
844424932410119-267-f.wav,क्या श्रमिकों का दर्द उन्हें दिखाई नहीं दे रहा है,62787, क्या शर्मिकोख का दर्द उन्ने दिखाई नहीं दे रहा है?,0.3
844424930898417-574-f.wav,अंतरराष्ट्रीय योग दिवस पर योगगुरु बाबा रामदेव बनाएंगे वर्ल्ड रिकॉर्ड,110713, अन्तुराश्ट्रिय योग दिवस पर योग गुरू बाबा रामदेव बनाएंगे वॉर्ल डिकौड।,0.5
844424930929550-1190-f.wav,इस दौरान उनका बड़ा बेटा घर पर अकेले खेल रहा था,85821, इस दोरान उनका बढ़ा बेटा घ़र पर अकेले खेल रहा था।,0.36363636363636365
844424930918870-564-f.wav,जले हुए ट्रासर्फामर प्राथमिकता से बदलने की व्यवस्था सुनिश्चित हो,91765, जले हुए ट्रास्फार्मर प्रात्मिक्ता से बदलने की विवस्ता सुनिछित हो,0.4
844424930570532-160-f.wav,इस डांस नंबर को परफेक्ट करने के लिए दीपिका ने पूरा जोर लगा दिया,113314, इस डान्स नम्बर को पर्फेक्ट करने के लिए दीपिका ने पूरा जोल लगा दिया।,0.35714285714285715
844424930325552-497-f.wav,उनके पास अमेरिका से मिले तमाम तरह के अत्याधुनिक हथियार थे,80620, उसके पास अमेरिका से मिले तमाम तरह के अत्यादुनिक हतियार थे।,0.36363636363636365
844424932574103-221-f.wav,यह भी चिकन या मछली की शोरबा के आधार पर तैयार किया जा सकता है,124459, यह भी चिकन या बच्ली की शोर्बा के अधार पर तयार किया जा सकता है।,0.3333333333333333
844424930570530-160-f.wav,राहुल से मीटिंग से पहले वनमंत्री उमंग सिंघार को अचानक दिल्ली बुला लिया गया,112199, राहूल से मीटिंग से पहले वन मंत्री उम्मंग सिंगार को अचानक दिल्लि बॉला लिया गया.,0.5714285714285714
844424930918890-564-f.wav,वो उनकी आने वाली दोनों फिल्मों में काम करने वाली है,68360, वो उनकी आने वाली दोनो फिल्मों में काम करने वाली है।,0.18181818181818182
844424930929551-1190-f.wav,दोनों हार्ट को पांच जगहों से कनेक्ट किया गया,86564, दोनो हार्ट को पाच जगहों से कनेक्ट किया गया।,0.3333333333333333
844424930954529-564-f.wav,कार्यक्रम का आरंभ प्रधानाचार्य मथुरा दास भारती ने स्काउट ध्वजारोहण करके किया,93995, कारिक्रम का आरम प्रदान आचारिय मदुरादास भार्ति ने स्काउट द्वजा रोहन करके किया,0.6666666666666666
844424930929622-1190-f.wav,न ही हर कोई आपके विजेट के विनिर्माण विवरण जानना चाहता है,124088, नहीं हर कोई आपके विजेट के विनिर्मान विवरन जानना चाता है।,0.5
844424930918848-564-f.wav,अब जान से मारने की धमकी मिल रही है,56843, अब जान से मारने की धमकी मिल रही हैं।,0.1111111111111111
844424930570531-160-f.wav,मृतकों की संख्या में इजाफा होने की आशंका है,82106, मृतकों की संख्या में इजाफा होने की आशंका है।,0.1111111111111111
844424930929565-1190-f.wav,इसी तरह पैरा टीचरों को भी चरणबद्ध तरीके से नियमित किए जाने का प्रस्ताव है,150465, इस तरह पैरा टीचर को भी चरन बध तरीके से नियमित किये जाने का प्रस्ताव है।,0.4
844424930927675-574-f.wav,बैठक में आसपास की पंचायतों के दर्जनों भक्तों ने भाग लिया,99196, बैटक में आसपार्स की पंचायातो के दर्जनो भखतों ने भाग लिया।,0.5454545454545454
844424932410146-267-f.wav,पौने चार फुट के पव्वा ने हथेली पर गुदा हुआ गर्लफ्रेंड का नाम दिखाया,87307, पौने चार फूट के पववा ने हतेली पर गुडा हुआ गौल्फ्रेंट का नाम दिखाया।,0.42857142857142855
844424932410122-267-f.wav,बदमाशों की पूरी करतूत घर में लगे सीसीटीवी में कैद हो गई है,75047, पद्माशो की पूरी कर्तूद घर में लगे सीसी टीवी में केड हो गई है।,0.46153846153846156
844424930966761-564-f.wav,उन्होंने यह भी बताया कि इस दिशा में निर्णायक बातचीत चल रही है,83220, उन्होंने यहाँ भी बताया कि इस दिशा में निर्नायक बाज़ी चल रही है।,0.3076923076923077
844424932919569-1202-f.wav,ऐसे में निश्चित रूप से हमारी बाजार हिस्सेदारी भी बढ़ेगी,54242, ऐसे मिनिश्चित रूप से हमारी बाजार हिस्तिदारी भी दूडेगी।,0.4
844424930570550-160-f.wav,उनके पिता गुजराती और मां फरिदा हाफ ब्रिटिश हैं,101796, उनके पिता गुज्राती और मा फरीदा हाफ ब्रेटिश हैं।,0.5555555555555556
